1565	(0,9,5)	30105.65913251833	piasek wapienny
3748	(0,9,6)	30105.10429649635	wywrotki uniwersalne
5688	(0,9,7)	30104.173658100837	piasek wulkaniczny
3631	(0,9,8)	30096.23593123917	ciecze pitne
10702	(0,9,9)	30092.917808483715	piasek polimineralny
6485	(0,9,10)	30085.148725813237	piasek polimineralny
12117	(0,9,11)	30072.429173327273	ciecze pitne
13672	(0,9,12)	30066.188535999798	zageszczarki jednokierunkowe
14846	(0,9,13)	30065.031081174853	piasek kwarcowy
8551	(0,9,14)	30052.35426000965	benzyna lakowa
280	(0,9,15)	30046.695011725766	wywrotki uniwersalne
10483	(0,9,16)	30045.40295997132	benzyna lakowa
14284	(0,9,17)	30041.54979879607	substancje chemiczne
6990	(0,9,18)	30040.796962049237	piasek polimineralny
5407	(0,9,19)	30033.9887573174	substancje chemiczne
3374	(0,9,20)	30028.796794888436	piasek wulkaniczny
8694	(0,9,21)	30026.55433510886	piasek polimineralny
878	(0,9,22)	30018.311503858436	piasek wapienny
8914	(0,9,23)	30000.64151703951	piasek wulkaniczny
2394	(0,9,24)	29987.564255254532	piasek wulkaniczny
2225	(0,9,25)	29975.950685726773	piasek polimineralny
4303	(0,9,26)	29968.545759166853	żwir płukany
4809	(0,9,27)	29967.076263484385	piasek wapienny
11678	(0,9,28)	29966.7068304949	piasek polimineralny
450	(0,9,29)	29935.718288879747	benzyna ekstrakcyjna
1046	(0,10,0)	29927.443111911492	zageszczarki nawrotne
1817	(0,10,1)	29925.872087860076	piasek kwarcowy
6972	(0,10,2)	29925.27737056077	piasek wapienny
5665	(0,10,3)	29918.02409870528	piasek polimineralny
2109	(0,10,4)	29910.384029219975	piasek polimineralny
7456	(0,10,5)	29910.25483312168	olej napendowy
7043	(0,10,6)	29909.64266146841	żwir płukany
8695	(0,10,7)	29908.516055777636	żwir płukany
11637	(0,10,8)	29903.35907680256	piasek wapienny
4659	(0,10,9)	29902.55159184304	koparki chwytakowe
11791	(0,10,10)	29901.89646269651	substancje chemiczne
10131	(0,10,11)	29897.93176304826	palety procesorow
2803	(0,10,12)	29894.13086054545	piasek wulkaniczny
10260	(0,10,13)	29893.916099899987	ciecze pitne
14360	(0,10,14)	29892.35281894716	wywrotki uniwersalne
8121	(0,10,15)	29886.937940660744	substancje chemiczne
14963	(0,10,16)	29884.924395400536	piasek wulkaniczny
14012	(0,10,17)	29881.493959136827	piasek wapienny
1139	(0,10,18)	29877.510988750175	piasek polimineralny
1800	(0,10,19)	29871.622889254144	piasek polimineralny
582	(0,10,20)	29868.944009269217	koparki chwytakowe
2105	(0,10,21)	29867.543079670122	piasek polimineralny
3091	(0,10,22)	29865.81939369725	palety procesorow
4875	(0,10,23)	29863.90637515257	zageszczarki nawrotne
8027	(0,10,24)	29835.50850767005	zageszczarki nawrotne
9506	(0,10,25)	29834.09579042467	substancje chemiczne
3548	(0,10,26)	29833.58908740602	piasek kwarcowy
8712	(0,10,27)	29829.928785628468	koparki chwytakowe
11867	(0,10,28)	29820.083953776855	żwir płukany
11060	(0,10,29)	29808.320517626773	piasek wulkaniczny
10850	(0,11,0)	29807.83344384892	palety kart
1916	(0,11,1)	29791.069964510003	żwir płukany
478	(0,11,2)	29788.178619265374	substancje chemiczne
4759	(0,11,3)	29785.388348786637	substancje chemiczne
12489	(0,11,4)	29771.42936913435	palety procesorow
12002	(0,11,5)	29770.429600940544	piasek kwarcowy
1282	(0,11,6)	29760.008983539985	ciecze pitne
4108	(0,11,7)	29749.68227105821	palety procesorow
1170	(0,11,8)	29749.248998482235	ciecze pitne
6831	(0,11,9)	29743.037628723465	piasek kwarcowy
13766	(0,11,10)	29740.77613346628	palety procesorow
11354	(0,11,11)	29731.99516796739	żwir płukany
13491	(0,11,12)	29719.797831378328	koparki zbierakowe
11648	(0,11,13)	29718.724065009428	piasek wulkaniczny
11694	(0,11,14)	29718.41450178641	piasek polimineralny
8163	(0,11,15)	29713.001463357992	benzyna ekstrakcyjna
13106	(0,11,16)	29711.720399779573	palety kart
12540	(0,11,17)	29707.213381219342	piasek polimineralny
4533	(0,11,18)	29706.724898896024	palety procesorow
9662	(0,11,19)	29678.93237644641	piasek polimineralny
4444	(0,11,20)	29671.921390321408	koparki zbierakowe
12203	(0,11,21)	29667.371970807435	piasek kwarcowy
8156	(0,11,22)	29666.593173570767	ciecze pitne
5937	(0,11,23)	29650.979220834008	żwir płukany
13209	(0,11,24)	29650.720561015576	palety procesorow
624	(0,11,25)	29647.940394546567	palety procesorow
2354	(0,11,26)	29647.702441495512	palety procesorow
11556	(0,11,27)	29639.399358689367	substancje chemiczne
9344	(0,11,28)	29632.590526128635	palety procesorow
10779	(0,11,29)	29623.297682737462	palety kart
5775	(0,12,0)	29621.223147316585	piasek polimineralny
1577	(0,12,1)	29615.7172457534	olej napendowy
1563	(0,12,2)	29614.22367247776	palety kart
2584	(0,12,3)	29608.09796690273	piasek kwarcowy
7213	(0,12,4)	29598.05698163334	piasek wulkaniczny
4208	(0,12,5)	29594.147795757883	palety procesorow
13870	(0,12,6)	29585.904461473732	piasek wapienny
12584	(0,12,7)	29581.1215812384	koparki chwytakowe
437	(0,12,8)	29580.63003051968	substancje chemiczne
9192	(0,12,9)	29570.384489169985	piasek polimineralny
1328	(0,12,10)	29566.695172918186	palety kart
5702	(0,12,11)	29559.35525177322	palety kart
7932	(0,12,12)	29553.622735785433	palety kart
4962	(0,12,13)	29546.447556201874	koparki zbierakowe
8554	(0,12,14)	29539.219516250374	piasek kwarcowy
9937	(0,12,15)	29516.536419769618	piasek polimineralny
815	(0,12,16)	29514.88894192373	olej napendowy
2715	(0,12,17)	29506.47583756433	palety kart
13884	(0,12,18)	29506.120085767474	palety procesorow
14717	(0,12,19)	29505.149104019012	piasek polimineralny
6411	(0,12,20)	29501.667050318352	benzyna ekstrakcyjna
13428	(0,12,21)	29495.796497838277	piasek kwarcowy
4033	(0,12,22)	29477.399073787426	palety kart
307	(0,12,23)	29469.78551743209	piasek kwarcowy
6252	(0,12,24)	29468.43879010246	piasek wapienny
3159	(0,12,25)	29465.55247347624	palety procesorow
12899	(0,12,26)	29461.679818076493	piasek wulkaniczny
7600	(0,12,27)	29445.82154061828	zageszczarki nawrotne
8006	(0,12,28)	29443.64202007068	piasek wulkaniczny
5710	(0,12,29)	29441.186045604765	benzyna lakowa
11925	(0,13,0)	29437.89823258467	piasek wapienny
10845	(0,13,1)	29435.858924352404	żwir płukany
263	(0,13,2)	29419.456595398868	palety kart
54	(0,13,3)	29406.69621685048	palety procesorow
6424	(0,13,4)	29397.549519787524	zageszczarki nawrotne
6078	(0,13,5)	29393.27579899942	piasek polimineralny
12948	(0,13,6)	29380.81982697903	olej napendowy
3335	(0,13,7)	29380.173356869178	palety procesorow
14448	(0,13,8)	29377.602911671125	olej napendowy
13966	(0,13,9)	29372.488043095836	piasek wapienny
4264	(0,13,10)	29363.32841362979	piasek polimineralny
11882	(0,13,11)	29357.53224701418	piasek wulkaniczny
1763	(0,13,12)	29357.195829191845	palety kart
6740	(0,13,13)	29356.78858041022	palety procesorow
10582	(0,13,14)	29356.58749755525	substancje chemiczne
851	(0,13,15)	29344.94526435652	piasek wulkaniczny
2943	(0,13,16)	29341.45381104783	palety procesorow
9483	(0,13,17)	29338.905136977297	palety kart
463	(0,13,18)	29329.180379605194	zageszczarki nawrotne
2986	(0,13,19)	29327.87396590167	benzyna lakowa
11379	(0,13,20)	29327.618615246338	żwir płukany
9922	(0,13,21)	29319.196089229583	palety procesorow
7363	(0,13,22)	29318.64370461368	olej napendowy
9432	(0,13,23)	29307.71559934951	skrzynie bananow
2575	(0,13,24)	29307.0179942477	piasek wulkaniczny
13644	(0,13,25)	29297.670127414352	skrzynie pomaranczy
3978	(0,13,26)	29292.20378183032	palety procesorow
1768	(0,13,27)	29280.494813310608	piasek wulkaniczny
3384	(0,13,28)	29278.489437681597	żwir płukany
3324	(0,13,29)	29273.832744866002	koparki zbierakowe
11532	(0,14,0)	29265.272119566227	piasek polimineralny
2671	(0,14,1)	29262.558725573384	palety procesorow
13087	(0,14,2)	29262.114075041765	benzyna ekstrakcyjna
7761	(0,14,3)	29260.12108064073	piasek wapienny
13294	(0,14,4)	29252.39261280426	żwir płukany
2526	(0,14,5)	29239.22638947426	piasek wulkaniczny
11655	(0,14,6)	29234.423210404737	palety procesorow
8275	(0,14,7)	29233.866984776014	substancje chemiczne
255	(0,14,8)	29231.35151052597	piasek kwarcowy
7912	(0,14,9)	29228.60783747921	palety kart
7711	(0,14,10)	29227.473854206793	benzyna ekstrakcyjna
3716	(0,14,11)	29214.02137866209	palety procesorow
14765	(0,14,12)	29207.55089444868	palety procesorow
1049	(0,14,13)	29207.43103964371	piasek polimineralny
10417	(0,14,14)	29200.49332234004	piasek wulkaniczny
5587	(0,14,15)	29200.467596182032	benzyna lakowa
4797	(0,14,16)	29192.384415584136	skrzynie bananow
9595	(0,14,17)	29192.374169257557	palety procesorow
768	(0,14,18)	29190.283994355	ciecze pitne
359	(0,14,19)	29188.874389517536	palety procesorow
13876	(0,14,20)	29185.566729697664	wywrotki uniwersalne
4966	(0,14,21)	29183.66065147671	skrzynie bananow
5092	(0,14,22)	29181.970105801527	ciecze pitne
3127	(0,14,23)	29179.313804778234	olej napendowy
8547	(0,14,24)	29179.006281614118	piasek kwarcowy
3010	(0,14,25)	29178.814804680445	palety procesorow
4480	(0,14,26)	29177.829434581472	piasek wulkaniczny
1771	(0,14,27)	29176.57469846679	żwir płukany
7835	(0,14,28)	29174.311281969214	palety kart
13979	(0,14,29)	29173.40900593504	żwir płukany
11333	(0,15,0)	29171.789008326723	olej napendowy
6180	(0,15,1)	29167.723089636627	żwir płukany
10610	(0,15,2)	29164.05124611165	skrzynie jablek
13165	(0,15,3)	29159.982663697054	skrzynie bananow
310	(0,15,4)	29155.103863008557	piasek wulkaniczny
3149	(0,15,5)	29155.06461754583	koparki zbierakowe
2975	(0,15,6)	29144.18408764637	zageszczarki jednokierunkowe
9143	(0,15,7)	29143.58293430632	palety kart
6675	(0,15,8)	29136.669409195365	palety procesorow
3067	(0,15,9)	29130.757432892835	palety kart
14068	(0,15,10)	29127.848578490313	piasek polimineralny
8294	(0,15,11)	29127.72765180385	palety kart
156	(0,15,12)	29115.719307459756	piasek kwarcowy
353	(0,15,13)	29113.952733536207	skrzynie bananow
316	(0,15,14)	29112.478670972578	palety procesorow
4074	(0,15,15)	29098.338170402807	benzyna ekstrakcyjna
3070	(0,15,16)	29096.57950535693	piasek wulkaniczny
4211	(0,15,17)	29087.463163685312	zageszczarki nawrotne
9437	(0,15,18)	29087.23127712387	piasek kwarcowy
7168	(0,15,19)	29087.041798950104	palety procesorow
9675	(0,15,20)	29085.292489472246	palety kart
12101	(0,15,21)	29081.799896222663	palety kart
11160	(0,15,22)	29073.18395520402	substancje chemiczne
5571	(0,15,23)	29070.38864470899	skrzynie pomaranczy
2802	(0,15,24)	29060.792852329083	piasek wulkaniczny
12213	(0,15,25)	29059.698383163373	palety procesorow
10446	(0,15,26)	29056.414566095133	piasek wapienny
8688	(0,15,27)	29056.12482421536	palety procesorow
7463	(0,15,28)	29055.520158293646	benzyna lakowa
14220	(0,15,29)	29055.02694546146	piasek polimineralny
11759	(0,16,0)	29051.235654809927	skrzynie jablek
5130	(0,16,1)	29051.183413068156	zageszczarki jednokierunkowe
10526	(0,16,2)	29051.031278205424	benzyna ekstrakcyjna
